case_id,n_events,duration_days
Application_000858,22,6.683777313599537
Application_000859,15,6.736903638576389
Application_000860,16,3.900780504351852
Application_000861,20,9.149645372060185
Application_000862,15,1.8568207349421297
Application_000863,21,7.761942752361111
Application_000864,15,4.724962476400464
Application_000865,24,12.475406309884258
Application_000866,15,2.180817522638889
Application_000867,18,6.130748703657408
Application_000868,18,3.083677633043982
Application_000869,16,4.142867088622685
Application_000870,15,6.920006872557869
Application_000871,19,5.823511375625
Application_000872,16,2.6033536730671294
Application_000873,20,4.239298336516203
Application_000874,16,12.654565397951389
Application_000875,16,1.8114057614120371
Application_000876,15,1.711981952789352
Application_000877,7,1.0732740778472223
Application_000878,16,2.036374688564815
Application_000879,16,3.0894420796412034
Application_000880,20,4.553206097916667
Application_000881,16,3.7776085521875
Application_000882,16,3.520618152893518
Application_000883,16,2.846440769050926
Application_000884,24,5.749505955856481
Application_000885,21,4.129549600162036
Application_000886,14,1.6746860317708332
Application_000887,16,4.645815439456019
Application_000888,26,6.019699867523149
Application_000889,18,2.8723651334722224
Application_000890,18,7.024453171087964
Application_000891,19,5.659560445104167
Application_000892,19,2.3517370611458333
Application_000893,18,3.8367672837962967
Application_000894,19,5.327720547106481
Application_000895,21,4.479430358645834
Application_000896,21,7.587360579108796
Application_000897,14,2.1438231189120374
Application_000898,7,1.5781550070949073
Application_000899,25,7.758700676712962
Application_000900,19,3.490038999363426
Application_000901,24,10.226279571469908
Application_000902,15,1.818997064699074
Application_000903,24,13.732254634733795
Application_000904,16,2.4052821032060185
Application_000905,16,2.5165576425810183
Application_000906,19,6.936446216087964
Application_000907,25,5.167624583391204
Application_000908,14,3.0689278561805553
Application_000909,14,2.46180963693287
Application_000910,21,2.970897195162037
Application_000911,20,6.19336121787037
Application_000912,15,2.9462774329166668
Application_000913,19,9.911018753194444
Application_000914,19,3.9986429866898145
Application_000915,22,12.808142761249998
Application_000916,21,9.685128501793981
Application_000917,16,1.6245472813657407
Application_000918,19,6.750424962175926
Application_000919,22,8.234133133958334
Application_000920,26,9.594990327905093
Application_000921,18,6.788290397604167
Application_000922,18,3.088061497361111
Application_000923,17,2.4187726647337966
Application_000924,13,4.584386926030093
Application_000925,21,2.33354379125
Application_000926,14,1.5063472084953704
Application_000927,16,2.0828339299537038
Application_000928,28,4.866034702858796
Application_000929,16,1.7361206216782408
Application_000930,14,6.977308135960648
Application_000931,16,7.093887888344907
Application_000932,20,4.200734439791666
Application_000933,14,1.8173623092824074
Application_000934,21,5.957848646967593
Application_000935,15,2.5683190082291665
Application_000936,21,3.053230307361111
Application_000937,16,2.0568126605787036
Application_000938,21,4.804693996446759
Application_000939,19,5.781266349178241
Application_000940,16,3.4628952443865737
Application_000941,26,10.041503775474537
Application_000942,16,1.6477248833333333
Application_000943,15,3.124095162048611
Application_000944,15,1.1242591053125
Application_000945,16,2.630083672048611
Application_000946,19,6.322865396388889
Application_000947,16,2.7576126831828702
Application_000948,19,7.5262920297453695
Application_000949,16,1.4959189236111112
Application_000950,26,5.369971821851852
Application_000951,14,5.070111230486111
Application_000952,16,4.189168256412037
Application_000953,23,8.05789807679398
Application_000954,16,1.8185825043981483
Application_000955,21,2.370959670601852
Application_000956,14,1.4295217934606481
Application_000957,7,0.9165029128703704
Application_000958,16,8.79232414900463
Application_000959,17,6.330833481666667
Application_000960,15,1.138130606875
Application_000961,13,4.757042119907408
Application_000962,22,4.3006468247222225
Application_000963,15,2.548747805821759
Application_000964,16,1.3965345617824074
Application_000965,20,4.695298484247685
Application_000966,26,6.4635958125578705
Application_000967,16,2.301833901736111
Application_000968,19,10.168277232430555
Application_000969,16,6.004441664212964
Application_000970,16,2.5019635739814814
Application_000971,7,0.5485036289583333
Application_000972,19,2.8757720086458334
Application_000973,24,9.163272494560186
Application_000974,25,3.446084604953704
Application_000975,16,2.353132956990741
Application_000976,26,3.9837652843287037
Application_000977,20,1.9213193922337963
Application_000978,19,3.637593477025463
Application_000979,16,2.96792257255787
Application_000980,20,3.206666047337963
Application_000981,27,10.035390567256943
Application_000982,13,6.771774462905092
Application_000983,16,4.951113044398148
Application_000984,17,8.210608092511574
Application_000985,14,2.6260349198958335
Application_000986,27,6.276867170798611
Application_000987,15,2.306394186550926
Application_000988,16,1.7289600303472221
Application_000989,21,13.727855139502315
Application_000990,19,4.253248838125
Application_000991,18,2.6542075793055555
Application_000992,24,8.924494251712963
Application_000993,17,3.739574497777778
Application_000994,20,3.3977594301041667
Application_000995,15,3.442383431585648
Application_000996,18,8.472908015868056
Application_000997,21,10.02773144894676
Application_000998,22,9.43892089599537
Application_000999,27,11.9847394490625
Application_001000,20,2.907039972326389
Application_001001,16,2.0572450753703704
Application_001002,16,2.2152375218750002
Application_001003,18,3.8440828928124997
Application_001004,19,3.6714829088541667
Application_001005,23,12.24643444959491
Application_001006,19,4.3012348571296295
Application_001007,16,2.7148545585416666
Application_001008,15,2.4773993424652776
Application_001009,14,3.906560905532407
Application_001010,18,5.631029896585648
Application_001011,16,2.2073448821643518
Application_001012,19,4.34190437337963
Application_001013,19,6.034199935983796
Application_001014,16,4.5857096990625
Application_001015,21,5.5540237216203705
Application_001016,20,6.566415581122684
Application_001017,20,4.270517608043981
Application_001018,26,5.081036718738426
Application_001019,22,5.976658231018519
Application_001020,19,2.247277723356482
Application_001021,19,5.072257879120371
Application_001022,10,3.0957294965972224
Application_001023,21,12.14372336087963
Application_001024,15,2.3481285065509256
Application_001025,15,1.4425499484606483
Application_001026,20,4.394994625555555
Application_001027,14,4.91029195519676
Application_001028,20,4.145321346377315
Application_001029,25,2.958383282222222
Application_001030,23,5.104364035532408
Application_001031,16,1.7326654344444445
Application_001032,21,1.6787313423958332
Application_001033,19,2.6880521301504627
Application_001034,17,3.5267159185648147
Application_001035,22,6.3931601570370375
Application_001036,14,6.105109222210649
Application_001037,16,7.708041261527778
Application_001038,18,4.6934703961111115
Application_001039,16,5.854100484375
Application_001040,18,4.403297674039352
Application_001041,27,3.765092387222222
Application_001042,16,1.7575156414930555
Application_001043,16,5.380328431747685
Application_001044,16,2.2470265548958333
Application_001045,18,5.432566923171296
Application_001046,15,3.1587137424537035
Application_001047,15,1.3110926030555554
Application_001048,15,2.242105869189815
Application_001049,19,2.8688412533449075
Application_001050,19,5.1758762411574075
Application_001051,14,2.7446637696990743
Application_001052,13,10.934534086342593
Application_001053,19,4.839255228981481
Application_001054,19,4.012293105972222
Application_001055,16,4.1994872297569446
Application_001056,16,2.0553312231944445
Application_001057,27,11.915310813483796
Application_001058,26,8.234170351041668
Application_001059,20,2.5030797302314816
Application_001060,15,2.776155412418982
Application_001061,16,3.999155389756944
Application_001062,16,3.8806523096643515
Application_001063,17,7.441019264861111
Application_001064,19,3.4051328613194447
Application_001065,22,3.7225464605555554
Application_001066,16,0.9964877798379629
Application_001067,14,3.4551835904166666
Application_001068,26,4.0628298512847225
Application_001069,14,2.6654097033333333
Application_001070,23,3.3776854451851848
Application_001071,25,7.510472318993056
Application_001072,18,2.7762395232523147
Application_001073,21,2.006560965972222
Application_001074,15,3.10589671943287
Application_001075,18,4.073755865520833
Application_001076,16,2.5096132717939814
Application_001077,18,2.4561920125694443
Application_001078,16,4.204895145902778
Application_001079,26,5.979033274664352
Application_001080,15,1.8165370915046295
Application_001081,15,2.6560146669560187
Application_001082,16,3.1491465661458333
Application_001083,18,2.9064448569907406
Application_001084,16,4.248177880914351
Application_001085,21,4.235562819768519
Application_001086,14,1.2723666235069446
Application_001087,19,5.144182572268519
Application_001088,18,5.439209941770834
Application_001089,15,1.6354839071296297
Application_001090,19,7.359782276458333
Application_001091,25,14.010726079930556
Application_001092,16,4.188372140625
Application_001093,15,4.976448674780093
Application_001094,15,3.8899662010763887
Application_001095,16,2.313798480497685
Application_001096,23,5.07145734525463
Application_001097,16,3.51743364869213
Application_001098,17,3.6474569310185183
Application_001099,15,3.0759434856365737
Application_001100,20,5.751352770983797
Application_001101,24,6.944628864629629
Application_001102,15,2.6276172885069444
Application_001103,21,5.898870667662036
Application_001104,7,2.196970208877315
Application_001105,20,4.091187045497685
Application_001106,15,2.3277214999537037
Application_001107,15,4.693244190891204
Application_001108,21,3.6305570569791668
Application_001109,17,8.61893961517361
Application_001110,14,1.849098073125
Application_001111,21,3.5883108947569444
Application_001112,15,3.144203017835648
Application_001113,20,3.7605093808912033
Application_001114,19,4.926412895555556
Application_001115,16,2.4620365268865743
Application_001116,7,0.9274649743981482
Application_001117,15,7.43942958855324
Application_001118,22,19.011647304768516
Application_001119,23,17.560439126377315
Application_001120,16,2.9751529340393517
Application_001121,23,4.437274627673611
Application_001122,17,10.079855766736111
Application_001123,24,5.677410864178241
Application_001124,19,3.8552292799305556
Application_001125,16,4.871035380960648
Application_001126,15,4.132979437395834
Application_001127,20,5.577176153125
Application_001128,21,5.58251569769676
Application_001129,19,2.6501335216435185
Application_001130,24,4.399399724548611
Application_001131,26,9.237022922534722
Application_001132,16,4.750763604375
Application_001133,16,12.89766221423611
Application_001134,18,3.5112878017476854
Application_001135,15,3.1996080914583334
Application_001136,19,4.518063889363426
Application_001137,19,2.0302238410069444
Application_001138,16,3.312470033634259
Application_001139,14,3.720465565034722
Application_001140,22,7.415284704074074
Application_001141,19,12.242991573043982
Application_001142,20,5.016027796157407
Application_001143,21,2.6907773892592592
Application_001144,15,2.7406534795949073
Application_001145,30,10.436217279618056
Application_001146,18,3.4364670932291665
Application_001147,21,3.2685912820601852
Application_001148,23,6.778808109016203
Application_001149,17,4.088933023032408
Application_001150,18,4.702211507951389
Application_001151,16,21.90152565056713
Application_001152,16,9.524756515833333
Application_001153,16,6.165791039560186
Application_001154,18,5.814120537384259
Application_001155,23,3.4547540431712966
Application_001156,22,5.721223599722222
Application_001157,22,4.324605071643519
Application_001158,15,2.2910060769560188
Application_001159,20,5.490500231145833
Application_001160,22,6.859332681354166
Application_001161,7,0.9485217403009258
Application_001162,24,5.844876679120371
Application_001163,14,2.1949937309375
Application_001164,24,3.7287906060069447
Application_001165,18,4.173686895428241
Application_001166,14,2.169646986712963
Application_001167,14,7.737078849976853
Application_001168,21,5.004511273136575
Application_001169,15,3.192423109236111
Application_001170,18,2.817996055277778
Application_001171,25,8.115223164305554
Application_001172,19,2.5264611315046297
Application_001173,23,5.838916855949074
Application_001174,19,3.9618443874189815
Application_001175,19,3.7248136994444443
Application_001176,15,3.0697799519328703
Application_001177,18,4.724527721851852
Application_001178,19,2.0378639246296295
Application_001179,19,6.050893918090278
Application_001180,25,8.004693665636573
Application_001181,14,2.9794924726736114
Application_001182,20,3.610080629722222
Application_001183,16,7.422761215092593
Application_001184,23,8.462726189351852
Application_001185,24,4.524203837685185
Application_001186,20,7.825594536168982
Application_001187,14,6.698845540995371
Application_001188,19,2.996535862314815
Application_001189,19,2.47703289744213
Application_001190,16,6.278850289953703
Application_001191,21,6.128585559687501
Application_001192,18,9.783588167222222
Application_001193,19,6.678713730682871
Application_001194,20,5.004984456053241
Application_001195,20,4.830193745972222
Application_001196,18,4.035758005231481
Application_001197,29,7.022608800127315
Application_001198,15,3.174993882106482
Application_001199,18,2.4146509238194445
Application_001200,18,6.114669149386574
Application_001201,19,3.28880926349537
Application_001202,19,10.400810810625
Application_001203,15,1.2643597738425927
Application_001204,23,8.486846513738426
Application_001205,15,1.8667102303587964
Application_001206,21,16.166555750925927
Application_001207,20,3.708417238460648
Application_001208,16,7.340590818587963
Application_001209,15,2.6462542500578703
Application_001210,26,5.935808353449074
Application_001211,27,10.952927293865741
Application_001212,20,4.9937251810416665
Application_001213,17,5.358096335787037
Application_001214,19,5.1874416818287035
Application_001215,19,5.904974242025463
Application_001216,21,10.366061017407407
Application_001217,15,1.6004699005555556
Application_001218,18,5.944171252106481
Application_001219,21,3.623479797905093
Application_001220,13,1.9574078285185186
Application_001221,16,1.6954715736574073
Application_001222,23,10.058913262233796
Application_001223,19,3.135226038275463
Application_001224,20,1.9246760734375001
Application_001225,19,4.97689455306713
Application_001226,16,5.126603877418982
Application_001227,14,2.394372552210648
Application_001228,18,2.2673915409027776
Application_001229,19,4.879767252546297
Application_001230,10,3.4615181868171296
Application_001231,14,2.4436019953125
Application_001232,21,3.133862932465278
Application_001233,21,6.004842581481482
Application_001234,16,5.515025442488426
Application_001235,18,7.7923588123842595
Application_001236,14,1.9584685055208333
Application_001237,16,3.4991808040277776
Application_001238,14,2.8890343694675926
Application_001239,20,3.5016934668171293
Application_001240,21,8.824031732118055
Application_001241,13,4.263323785532408
Application_001242,20,5.276332719479167
Application_001243,21,20.97771584164352
Application_001244,19,2.9313515741435183
Application_001245,29,10.517631094733797
Application_001246,19,4.6320887257638885
Application_001247,25,15.760661267106482
Application_001248,19,3.857044071805556
Application_001249,19,3.8093559698958335
Application_001250,24,6.067670395949074
Application_001251,17,3.434018686574074
Application_001252,19,6.160224734490741
Application_001253,14,4.042329701296296
Application_001254,17,2.193220865787037
Application_001255,18,4.940278730810185
Application_001256,18,7.050629128842592
Application_001257,15,2.4967189568171295
Application_001258,18,6.044649687210648
Application_001259,16,1.8577039235300927
Application_001260,17,3.3722768250578703
Application_001261,28,10.047579903252315
Application_001262,21,4.9691864163078705
Application_001263,18,9.04152113880787
Application_001264,19,3.569594458506945
Application_001265,21,4.992520926400463
Application_001266,23,4.756545490983796
Application_001267,21,6.963079651979166
Application_001268,16,2.2812365788541666
Application_001269,16,3.523913390636574
Application_001270,21,2.028192553055556
Application_001271,16,5.412962686550926
Application_001272,15,1.858758226076389
Application_001273,16,2.9348792213310184
Application_001274,16,3.085404386990741
Application_001275,19,3.5072057195370374
Application_001276,14,1.4813051088310185
Application_001277,15,5.52024075994213
Application_001278,21,9.221665775983796
Application_001279,14,3.674956544780093
Application_001280,32,7.520892808599537
Application_001281,23,5.231444853101852
Application_001282,15,2.764504732337963
Application_001283,28,3.9948283357754626
Application_001284,15,2.1238728242129628
Application_001285,24,11.920629095590279
Application_001286,20,8.146469277291667
Application_001287,15,6.134934134224537
Application_001288,15,2.208894347326389
Application_001289,20,9.51699498662037
Application_001290,19,5.74580386125
Application_001291,21,8.953792221666667
Application_001292,15,2.7675529107523147
Application_001293,16,6.813617536087963
Application_001294,19,3.3694825878819445
Application_001295,22,6.942292634120371
Application_001296,18,2.6751582966319445
Application_001297,20,17.031620194432872
Application_001298,19,5.632461860671296
Application_001299,21,4.287797677141204
Application_001300,25,6.13903915537037
Application_001301,19,7.246113464884259
Application_001302,16,4.828060675613426
Application_001303,22,11.132525670381945
Application_001304,20,4.447802194618056
Application_001305,23,3.23670425787037
Application_001306,24,2.965371154849537
Application_001307,15,7.541616260173612
Application_001308,16,2.001745958414352
Application_001309,19,4.40715999400463
Application_001310,23,5.3243830345949075
Application_001311,21,2.7292088915277777
Application_001312,15,3.5292281410763886
Application_001313,22,3.023404354027778
Application_001314,16,2.469625958275463
Application_001315,19,7.0738587571990745
Application_001316,24,5.096469300520833
Application_001317,22,6.592534244398148
Application_001318,7,1.371796680787037
Application_001319,16,2.662599861875
Application_001320,20,2.8574396945023146
Application_001321,16,2.9035678306481483
Application_001322,14,2.965928296851852
Application_001323,18,3.7159567428356484
Application_001324,16,1.8684513635763889
Application_001325,19,8.433643676041665
Application_001326,22,8.240904557777778
Application_001327,20,10.281108188252315
Application_001328,16,1.5100732783449073
Application_001329,20,7.877266009918982
Application_001330,19,3.382815341226852
Application_001331,15,5.2675924875347215
Application_001332,19,5.996485213333334
Application_001333,16,3.8608847246643516
Application_001334,19,5.136441052199074
Application_001335,22,5.007417092013889
Application_001336,19,2.9637772090625
Application_001337,16,2.072553561053241
Application_001338,16,3.954990504780093
Application_001339,16,1.8288717677662036
Application_001340,14,1.718597168900463
Application_001341,14,5.078377486759259
Application_001342,20,6.072968403958334
Application_001343,16,2.2382422444444443
Application_001344,15,1.6922170024652778
Application_001345,20,13.425145582685186
Application_001346,19,3.407039837048611
Application_001347,18,5.582777772673611
Application_001348,22,14.706470957418981
Application_001349,16,5.6274756772453705
Application_001350,19,3.211739208645833
Application_001351,18,4.080346430891204
Application_001352,20,3.514404759976852
Application_001353,26,5.984010445486111
Application_001354,20,6.308809002719908
Application_001355,19,6.741453792881944
Application_001356,21,6.44894340181713
Application_001357,17,7.1198043678240746
Application_001358,14,5.038396804953704
Application_001359,7,1.4246001198032407
Application_001360,21,3.4010564156481484
Application_001361,19,4.464970977847222
Application_001362,20,10.023637872199073
Application_001363,21,3.3549467947569442
Application_001364,15,9.76263115550926
Application_001365,16,4.041737260173611
Application_001366,25,8.546273471099537
Application_001367,14,4.584160682488426
Application_001368,19,7.878362206122686
Application_001369,21,5.138650205868055
Application_001370,24,6.720905033877314
Application_001371,18,7.246305794988427
Application_001372,18,4.759183895590278
Application_001373,14,2.0953753727893516
Application_001374,29,7.338196655138889
Application_001375,17,2.960170584872685
Application_001376,15,2.3494744856712964
Application_001377,21,3.571635390775463
Application_001378,20,7.993295256585648
Application_001379,16,2.9193828876041668
Application_001380,15,2.7008261680671297
Application_001381,14,1.510327150949074
Application_001382,7,1.9217903690625
Application_001383,15,2.221477945775463
Application_001384,15,1.9119514843865741
Application_001385,14,4.2571190992824075
Application_001386,16,4.883543310578704
Application_001387,19,7.043733672777777
Application_001388,7,1.1373317756597223
Application_001389,16,10.021893280706019
Application_001390,18,5.750300674618055
Application_001391,26,13.385429406527779
Application_001392,14,4.644559839976852
Application_001393,22,8.857318297175926
Application_001394,20,2.9474473146875
Application_001395,21,4.995030027812501
Application_001396,15,3.202142561701389
Application_001397,16,3.7740346846296293
Application_001398,24,5.767221139131944
Application_001399,21,6.178125216724537
Application_001400,20,6.420063418981481
Application_001401,14,2.3278988482175924
Application_001402,17,3.5662247930787037
Application_001403,25,6.001286408171296
Application_001404,16,10.17571696611111
Application_001405,15,2.1399086395833335
Application_001406,18,3.2071668828819444
Application_001407,16,2.1450530294560184
Application_001408,15,2.2086945562731484
Application_001409,16,14.493736782453704
Application_001410,16,4.179680332106481
Application_001411,17,7.101491449525463
Application_001412,20,3.523486306226852
Application_001413,26,6.90217139019676
Application_001414,16,7.216412235393518
Application_001415,18,6.322241092731481
Application_001416,14,7.711208251423612
Application_001417,16,4.733244502592592
Application_001418,19,2.996089079849537
Application_001419,20,3.525254519895833
Application_001420,16,4.190622603854166
Application_001421,16,6.161192756006944
Application_001422,20,2.924594995775463
Application_001423,24,5.861166786481482
Application_001424,19,3.6780599838541668
Application_001425,20,3.755125050405092
Application_001426,21,4.80513662787037
Application_001427,15,3.4024731253125
Application_001428,20,3.773340679629629
Application_001429,19,3.3013338087268522
Application_001430,16,3.580423441828704
Application_001431,15,5.106231452071759
Application_001432,7,1.552306290462963
Application_001433,16,4.609325021782407
Application_001434,14,3.9860623197222225
Application_001435,15,4.343911623310185
Application_001436,15,4.265342990243056
Application_001437,19,6.466704882847223
Application_001438,19,3.10188452712963
Application_001439,16,2.0537415652546294
Application_001440,15,3.985091504293981
Application_001441,20,4.2828045190625
Application_001442,20,3.220182281099537
Application_001443,21,6.702585805636574
Application_001444,20,6.132837568773148
Application_001445,14,4.985992112569444
Application_001446,17,5.507861746666666
Application_001447,20,2.409485117060185
Application_001448,16,2.5773718566782406
Application_001449,16,4.136526074375
Application_001450,31,10.094845015231481
Application_001451,29,7.759188782766203
Application_001452,17,2.1266272798958332
Application_001453,15,2.437081569826389
Application_001454,15,2.1258494673842594
Application_001455,16,3.823745415636574
Application_001456,16,2.5771645691782408
Application_001457,15,3.4659643758912035
Application_001458,23,5.288122985833334
Application_001459,25,6.738196752962963
Application_001460,19,6.809193371585648
Application_001461,16,2.2967440897685183
Application_001462,18,1.911125835324074
Application_001463,16,1.7146761839583333
Application_001464,16,5.78694419875
Application_001465,29,12.188822678877315
Application_001466,20,2.744416444513889
Application_001467,14,3.9499475444675927
Application_001468,16,4.833746381898148
Application_001469,15,4.736848865173611
Application_001470,15,2.1348608241203704
Application_001471,15,4.0428741979861105
Application_001472,15,3.648760815868056
Application_001473,15,3.5251861112268514
Application_001474,24,5.595509611342593
Application_001475,19,4.495364958217593
Application_001476,16,3.4292666769791667
Application_001477,14,4.899851376527778
Application_001478,15,4.498383207685185
Application_001479,15,3.6369715280208337
Application_001480,20,4.140345080625
Application_001481,15,6.356595001203704
Application_001482,19,7.049629274722222
Application_001483,16,6.620693688900463
Application_001484,24,4.4426913546412035
Application_001485,16,5.349574879814815
Application_001486,15,2.354695888738426
Application_001487,16,2.4969582613310184
Application_001488,16,5.843935509826389
Application_001489,15,2.2527033312152778
Application_001490,16,1.5796930019907405
Application_001491,15,7.386717129212962
Application_001492,19,6.0696309429861115
Application_001493,19,3.8008391666319445
Application_001494,15,2.704662308321759
Application_001495,16,1.833144044513889
Application_001496,20,5.979674002453704
Application_001497,21,3.3119471573032406
Application_001498,17,3.42622679400463
Application_001499,14,1.4627948553819443
Application_001500,14,3.1456107024537037
Application_001501,14,2.1202216503935185
Application_001502,26,7.18022289400463
Application_001503,27,6.991760163402777
Application_001504,20,5.2560770213773145
Application_001505,16,1.4468899070370371
Application_001506,15,1.6237552996180555
Application_001507,16,2.091402265300926
Application_001508,19,3.640766232025463
Application_001509,21,4.736230153287037
Application_001510,14,2.4355624609027777
Application_001511,15,3.9440641945833335
Application_001512,16,6.652908715763889
Application_001513,16,1.6258668850578704
Application_001514,18,2.4213792972685186
Application_001515,24,6.822696053449074
Application_001516,31,9.968482929212962
Application_001517,26,14.290299851979167
Application_001518,19,3.2314984620138887
Application_001519,20,5.337778966967592
Application_001520,23,8.59421205443287
Application_001521,15,3.9652656007870366
Application_001522,16,3.9923816869675925
Application_001523,20,5.169642297013889
Application_001524,20,5.828522293067129
Application_001525,25,8.72065842045139
Application_001526,14,2.623150203680556
Application_001527,15,7.076293519884259
Application_001528,22,4.732783310358796
Application_001529,15,1.7027712923726852
Application_001530,16,3.09813473744213
Application_001531,17,4.804694073206019
Application_001532,14,3.3576571121527783
Application_001533,14,3.9447617520138887
Application_001534,16,2.5289666246412037
Application_001535,20,6.543459677048611
Application_001536,24,4.136611624930556
Application_001537,21,4.514716624548611
Application_001538,16,4.5109316571643525
Application_001539,14,1.0441183336226851
Application_001540,16,3.4012180764004634
Application_001541,21,4.526311500046297
Application_001542,15,3.7277719597106485
Application_001543,19,4.3099959196875
Application_001544,16,2.927680862002315
Application_001545,20,5.337747016840278
Application_001546,16,5.483336899108797
Application_001547,16,3.9975204519328704
Application_001548,19,3.8816719308796297
Application_001549,15,2.9802435084375003
Application_001550,25,4.066213530185185
Application_001551,23,5.040781928993056
Application_001552,20,13.427562075532409
Application_001553,26,8.83213731412037
Application_001554,14,2.145803921585648
Application_001555,15,1.7417467129282407
Application_001556,21,7.546208195462963
Application_001557,16,2.5975941929398148
Application_001558,19,4.083223236608796
Application_001559,19,3.3670289714699075
Application_001560,16,2.3583468399421297
Application_001561,23,4.159884552777778
Application_001562,16,5.3495927546874995
Application_001563,13,2.3836610470254627
Application_001564,19,5.818178658425926
Application_001565,22,12.92408582337963
Application_001566,21,3.7237838296180557
Application_001567,18,6.07879309400463
Application_001568,27,4.113867140578703
Application_001569,16,2.255896902141204
Application_001570,21,10.186387305023148
Application_001571,22,5.538095895150463
Application_001572,24,4.449526827534722
Application_001573,17,5.663120645682871
Application_001574,20,6.111994025821759
Application_001575,24,5.515802608541667
Application_001576,16,4.898695539675926
Application_001577,15,1.8546420121412037
Application_001578,13,3.4588140627662036
Application_001579,16,3.214490749375
Application_001580,16,1.5926449884490739
Application_001581,16,3.0790133437847222
Application_001582,15,9.149371198113425
Application_001583,14,3.363321677627315
Application_001584,13,2.9554832407175926
Application_001585,24,4.412422343148148
Application_001586,19,3.645569873113426
Application_001587,18,2.042651650277778
Application_001588,25,9.60002210633102
Application_001589,18,9.469788684560186
Application_001590,19,3.6793793282060183
Application_001591,7,0.6956300247106482
Application_001592,16,6.845277389386574
Application_001593,19,4.240527831909723
Application_001594,26,4.0117710160763895
Application_001595,26,8.238396855555555
Application_001596,16,2.1437141977893517
Application_001597,19,5.595416370925927
Application_001598,22,7.305739366655092
Application_001599,19,3.2009270163773147
Application_001600,14,3.573057779502315
Application_001601,16,6.497893907743055
Application_001602,15,4.561873984236112
Application_001603,15,2.3743318061458334
Application_001604,21,3.5938601660185183
Application_001605,32,7.400990927650463
Application_001606,22,13.762359099039351
Application_001607,16,3.7808173483217593
Application_001608,16,5.817728889675926
Application_001609,14,2.3128042180902777
Application_001610,14,5.876624664710648
Application_001611,26,6.213354819108796
Application_001612,16,4.409891829467592
Application_001613,14,2.466767575925926
Application_001614,15,2.0425345057060182
Application_001615,20,5.416531461886573
Application_001616,16,1.8846991430555557
Application_001617,20,4.549687095902778
Application_001618,14,2.566167187060185
Application_001619,16,2.6788579858680555
Application_001620,16,6.054558425532407
Application_001621,18,4.422087538657407
Application_001622,25,5.731251829965278
Application_001623,20,2.959961248472222
Application_001624,13,2.308075476863426
Application_001625,15,3.6928210469444442
Application_001626,16,2.787319176145833
Application_001627,13,2.810126276828704
Application_001628,20,5.22834514212963
Application_001629,20,2.274588820590278
Application_001630,17,4.734240440162037
Application_001631,14,3.4760029439814812
Application_001632,22,4.608103571273148
Application_001633,21,5.030864164293981
Application_001634,22,2.866568446944444
Application_001635,19,4.775879858958334
Application_001636,27,7.575486405740741
Application_001637,15,2.5236070211921295
Application_001638,15,5.957449808726852
Application_001639,23,6.787567328402777
Application_001640,18,5.570359117766204
Application_001641,16,2.9691503622800925
Application_001642,19,14.449251532962965
Application_001643,14,1.7234418124537036
Application_001644,15,5.457381778020833
Application_001645,21,4.889371976770834
Application_001646,16,2.1921703386226854
Application_001647,16,2.885884051666667
Application_001648,14,8.728611719479167
Application_001649,15,4.001911953298611
Application_001650,16,3.250212074155092
Application_001651,16,5.9167194934259255
Application_001652,21,5.978183946053241
Application_001653,19,3.327775811678241
Application_001654,14,1.703071994548611
Application_001655,23,6.777030724282407
Application_001656,15,5.3430631321875
Application_001657,24,6.268535521875
Application_001658,15,2.999182769525463
Application_001659,21,8.299102794201389
Application_001660,20,3.152566710497685
Application_001661,14,1.7432854686342594
Application_001662,23,6.490739102418982
Application_001663,18,4.780093481898148
Application_001664,16,4.596480407430556
Application_001665,15,2.1140625102083335
Application_001666,26,10.287233616689814
Application_001667,18,3.8547528288425927
Application_001668,21,4.028032211284723
Application_001669,24,4.0416242148726855
Application_001670,14,4.184729611828704
Application_001671,15,1.086914479050926
Application_001672,24,5.267146762592593
Application_001673,27,11.242141198900462
Application_001674,16,2.1203038980208335
Application_001675,19,7.117476610127315
Application_001676,26,4.7538485846412035
Application_001677,17,3.1031391487037037
Application_001678,22,4.93788413931713
Application_001679,16,2.1113569136689816
Application_001680,18,9.432072296597221
Application_001681,14,3.6281218750810185
Application_001682,15,3.2331743269560187
Application_001683,19,5.142910804918981
Application_001684,20,6.109250911620371
Application_001685,24,2.8850640430208334
Application_001686,17,3.0480068935648146
Application_001687,19,3.1218123215625
Application_001688,14,5.799448708784722
Application_001689,16,4.766253088506945
Application_001690,20,11.583171200636574
Application_001691,21,5.7408963720601855
Application_001692,17,9.344984347199075
Application_001693,16,3.8508362370138887
Application_001694,20,10.949985195254628
Application_001695,15,1.7349963850810184
Application_001696,14,2.9752969214930554
Application_001697,16,5.160036649803241
Application_001698,25,5.679097339409722
Application_001699,18,3.627005916296296
Application_001700,16,2.380011122349537
Application_001701,16,1.8760720468749998
Application_001702,16,2.562791212314815
Application_001703,25,5.102719314918982
Application_001704,20,8.759073244398149
Application_001705,14,2.7222860193171297
Application_001706,17,6.955698371620371
Application_001707,15,9.250762592847222
Application_001708,16,4.692860997060185
Application_001709,22,5.3821876126736115
Application_001710,7,0.6835578156250001
Application_001711,17,3.384620963368055
Application_001712,19,5.869285141122685
Application_001713,15,2.967986772488426
Application_001714,15,5.652358390266204
